       attr1        attr2       output 
  0.09355391   0.11637360          0 
  0.64300260   1.92023128          0 
  3.94939989   3.48098992          0 
  0.53480045   0.95644112          0 
  1.12786960   3.31835290          0 
  4.22251048   2.53399664          0 
  0.61791923   0.58566911          0 
  2.40967820   0.97375881          0 
  0.05538545   1.19725289          1 
  0.16304126   0.14407644          0 
  1.91069598   1.90127116          0 
  1.82220026   2.04449239          0 
  2.24529321   4.22645390          0 
  1.61444900   3.22294307          0 
  0.15576627   0.12778591          0 
  0.76662011   0.70738581          0 
  1.10658111   0.04889675          1 
  0.85107388   0.03235047          1 
  2.49892403   0.06318353          1 
  0.10553190   0.48587368          0 
  0.48900887   0.60918128          0 
  0.09751355   0.78762434          1 
  0.23867501   1.91032480          1 
  0.11576952   1.73063430          1 
  1.73072076   0.49341756          0 
  0.07771621   0.43397509          0 
  0.11793574   0.82814937          1 
  1.12268808   0.38597270          0 
  1.20600503   0.80877264          0 
  1.11533877   2.41277738          0 
  2.23207858   1.12503418          0 
  0.00702197   0.64629498          1 
  0.67030127   7.10737230          1 
  0.20809035   1.12574456          0 
  2.64589675   0.65527649          0 
  1.36385066   1.09489202          0 
  0.66005877   0.01550119          1 
  0.71924580   2.62151887          0 
  0.33549770   1.80928656          0 
  0.03129399   0.59375871          1 
  1.96574030   0.81720616          0 
  0.25990794   2.84382265          1 
  1.10152565   0.01757143          1 
  0.43678184   0.36485548          0 
  0.40116473   0.85716326          0 
  0.06542914   1.39089625          1 
  1.50439806   0.33264081          0 
  0.67561321   0.78285690          0 
  0.73541852   1.54095101          0 
  0.10107803   0.25355237          0 
  0.68168395   1.09320441          0 
  0.85830346   0.78278468          0 
  1.36032132   1.24296380          0 
  0.17039222   0.79901810          0 
  3.27372012   0.48046879          1 
  3.53465289   3.46547592          0 
  0.21734098   0.72679523          0 
  5.48975680   0.58908759          1 
  0.22786627   2.41778546          1 
  0.92263782   0.45595906          0 
  3.27849318   0.64993299          0 
  0.39169155   0.56957490          0 
  0.81370029   0.16410963          0 
  0.04786665   0.17740933          0 
  1.27638406   0.31275062          0 
  0.54196596   0.43679252          0 
  0.15414433   2.17624923          1 
  1.08970821   0.91808141          0 
  0.30252654   0.30722864          0 
  0.39842644   0.73974486          0 
  0.23806655   0.50330975          0 
  1.40028342   0.80848189          0 
  0.35862753   0.73082726          0 
  0.29863470   0.40728306          0 
  1.94552303   0.91130099          0 
  2.12371637   0.10322016          1 
  0.38147342   2.18804751          0 
  2.40149411   0.09965197          1 
  2.66285840   0.10814878          1 
  0.89026739   2.15075738          0 
  0.16911368   0.99496488          0 
  0.31088382   0.18677459          0 
  0.60251144   0.19742563          0 
  0.98797052   2.27047385          0 
  0.11182705   0.63103160          0 
  2.27949607   1.25919172          0 
  0.30249097   0.10971877          0 
  1.29477145   0.59430202          0 
  0.21513443   0.49830676          0 
  0.10092134   1.41049407          1 
  0.78474069   2.15408317          0 
  2.50492106   3.71717239          0 
  0.14776884   0.14975995          0 
  1.22931719   0.49726745          0 
  1.07538687   3.32891481          0 
  0.32746172   2.51209481          1 
  0.49188596   1.67961070          0 
  0.35394486   2.06833386          0 
  1.30495665   1.97706144          0 
  0.76108632   0.33430175          0 
  0.58585940   2.77484352          0 
  0.29337539   0.37721656          0 
  0.10607982   0.60713770          0 
  0.04506253   0.29459120          0 
  4.68046496   0.61089908          1 
  1.92827965   0.17109292          1 
  0.18711845   0.00642353          1 
  0.37662641   0.10558250          0 
  0.00058434   2.89861955          1 
  1.71229866   1.04510745          0 
  1.38730455   0.25966324          0 
  3.21147763   0.32302231          1 
  1.63867990   0.21715099          1 
  0.02149430   0.74435612          1 
  1.77419554   0.31886343          0 
  1.94983289   1.48829709          0 
  0.53891995   0.16057427          0 
  0.56636854   0.18682796          0 
  0.85719703   0.07150816          1 
  1.02236091   0.33821782          0 
  0.80823907   0.15608806          0 
  0.38622370   2.53423072          1 
  0.53801389   5.70836535          1 
  0.22550117   0.64414284          0 
  3.53812181   0.25887100          1 
  1.99435611   2.37021201          0 
  0.15731136   0.61119299          0 
